REGION,Total_cases,Risk_Index
Brussels,173,0
Flanders,338,2
Wallonia,203,1
Brussels,89,0
Flanders,295,2
Wallonia,101,1
Brussels,178,0
Flanders,669,2
Wallonia,279,1
Brussels,268,0
Flanders,770,2
Wallonia,341,1
Brussels,375,1
Flanders,870,2
Wallonia,341,0
Brussels,212,0
Flanders,808,2
Wallonia,289,1
Brussels,236,0
Flanders,976,2
Wallonia,370,1
Brussels,185,0
Flanders,824,2
Wallonia,205,1
Brussels,231,1
Flanders,542,2
Wallonia,131,0
Brussels,319,0
Flanders,1274,2
Wallonia,353,1
Brussels,364,0
Flanders,1056,2
Wallonia,430,1
Brussels,307,0
Flanders,1022,2
Wallonia,445,1
Brussels,370,0
Flanders,1048,2
Wallonia,383,1
Brussels,372,0
Flanders,1104,2
Wallonia,484,1
Brussels,333,1
Flanders,848,2
Wallonia,332,0
Brussels,251,1
Flanders,669,2
Wallonia,132,0
Brussels,450,0
Flanders,1535,2
Wallonia,550,1
Brussels,437,0
Flanders,1381,2
Wallonia,595,1
Brussels,200,1
Flanders,790,2
Wallonia,189,0
Brussels,493,0
Flanders,1291,2
Wallonia,555,1
Brussels,364,0
Flanders,1216,2
Wallonia,490,1
Brussels,427,1
Flanders,907,2
Wallonia,330,0
Brussels,261,1
Flanders,740,2
Wallonia,158,0
Brussels,485,0
Flanders,1468,2
Wallonia,543,1
Brussels,482,0
Flanders,1243,2
Wallonia,537,1
Brussels,531,1
Flanders,1366,2
Wallonia,524,0
Brussels,616,1
Flanders,1227,2
Wallonia,535,0
Brussels,476,0
Flanders,1175,2
Wallonia,552,1
Brussels,410,0
Flanders,957,2
Wallonia,419,1
Brussels,370,1
Flanders,1000,2
Wallonia,219,0
Brussels,541,0
Flanders,1669,2
Wallonia,715,1
Brussels,493,0
Flanders,1441,2
Wallonia,749,1
Brussels,579,0
Flanders,1231,2
Wallonia,702,1
Brussels,599,1
Flanders,1337,2
Wallonia,555,0
Brussels,651,0
Flanders,1487,2
Wallonia,705,1
Brussels,593,1
Flanders,994,2
Wallonia,488,0
Brussels,459,1
Flanders,879,2
Wallonia,248,0
Brussels,851,1
Flanders,1750,2
Wallonia,848,0
Brussels,810,0
Flanders,1564,2
Wallonia,996,1
Brussels,687,0
Flanders,1200,2
Wallonia,847,1
Brussels,642,0
Flanders,1417,2
Wallonia,1056,1
Brussels,851,0
Flanders,1524,2
Wallonia,1028,1
Brussels,627,1
Flanders,971,2
Wallonia,597,0
Brussels,502,1
Flanders,574,2
Wallonia,354,0
Brussels,869,0
Flanders,1811,2
Wallonia,986,1
Brussels,944,0
Flanders,1724,2
Wallonia,1012,1
Brussels,848,0
Flanders,1662,2
Wallonia,928,1
Brussels,742,0
Flanders,1313,2
Wallonia,975,1
Brussels,806,0
Flanders,1368,2
Wallonia,909,1
Brussels,669,1
Flanders,1041,2
Wallonia,520,0
Brussels,574,1
Flanders,768,2
Wallonia,297,0
Brussels,789,0
Flanders,1649,2
Wallonia,1220,1
Brussels,845,0
Flanders,1825,2
Wallonia,1062,1
Brussels,871,1
Flanders,1703,2
Wallonia,850,0
Brussels,944,0
Flanders,1318,2
Wallonia,946,1
Brussels,850,0
Flanders,1470,2
Wallonia,887,1
Brussels,678,0
Flanders,940,2
Wallonia,878,1
Brussels,477,1
Flanders,633,2
Wallonia,459,0
Brussels,904,0
Flanders,1796,2
Wallonia,1212,1
Brussels,1019,0
Flanders,1493,2
Wallonia,1303,1
Brussels,1055,1
Flanders,1359,2
Wallonia,1050,0
Brussels,919,0
Flanders,1436,2
Wallonia,1122,1
Brussels,722,0
Flanders,1361,2
Wallonia,1174,1
Brussels,765,1
Flanders,1013,2
Wallonia,706,0
Brussels,593,1
Flanders,625,2
Wallonia,478,0
Brussels,1041,0
Flanders,1394,1
Wallonia,1547,2
Brussels,1133,0
Flanders,1280,1
Wallonia,1419,2
Brussels,1033,0
Flanders,1199,2
Wallonia,1123,1
Brussels,874,0
Flanders,1246,2
Wallonia,1105,1
Brussels,828,0
Flanders,1318,2
Wallonia,1260,1
Brussels,570,0
Flanders,704,1
Wallonia,754,2
Brussels,416,1
Flanders,540,2
Wallonia,349,0
Brussels,933,0
Flanders,1581,2
Wallonia,1369,1
Brussels,1066,0
Flanders,1259,1
Wallonia,1490,2
Brussels,684,0
Flanders,1300,1
Wallonia,1372,2
Brussels,1077,0
Flanders,1352,1
Wallonia,1355,2
Brussels,809,0
Flanders,1212,1
Wallonia,1374,2
Brussels,462,0
Flanders,925,2
Wallonia,852,1
Brussels,311,0
Flanders,572,2
Wallonia,411,1
Brussels,932,0
Flanders,1478,2
Wallonia,1332,1
Brussels,783,0
Flanders,1110,1
Wallonia,1462,2
Brussels,719,0
Flanders,1236,1
Wallonia,1271,2
Brussels,695,0
Flanders,1204,1
Wallonia,1330,2
Brussels,639,0
Flanders,912,1
Wallonia,1247,2
Brussels,526,0
Flanders,748,1
Wallonia,797,2
Brussels,463,1
Flanders,473,2
Wallonia,407,0
Brussels,740,0
Flanders,1285,1
Wallonia,1584,2
Brussels,796,0
Flanders,1345,1
Wallonia,1527,2
Brussels,645,0
Flanders,1471,2
Wallonia,1225,1
Brussels,777,0
Flanders,1194,1
Wallonia,1360,2
Brussels,664,0
Flanders,1288,1
Wallonia,1337,2
Brussels,617,0
Flanders,826,2
Wallonia,701,1
Brussels,585,2
Flanders,485,1
Wallonia,284,0
Brussels,627,0
Flanders,1328,1
Wallonia,1585,2
Brussels,770,0
Flanders,1389,1
Wallonia,1533,2
Brussels,722,0
Flanders,1505,2
Wallonia,1423,1
Brussels,636,0
Flanders,1431,2
Wallonia,1407,1
Brussels,565,0
Flanders,1610,2
Wallonia,1510,1
Brussels,502,0
Flanders,915,1
Wallonia,928,2
Brussels,390,1
Flanders,753,2
Wallonia,330,0
Brussels,768,0
Flanders,2220,2
Wallonia,1823,1
Brussels,766,0
Flanders,2261,2
Wallonia,1681,1
Brussels,820,0
Flanders,2267,2
Wallonia,1838,1
Brussels,825,0
Flanders,2414,2
Wallonia,2056,1
Brussels,789,0
Flanders,2434,2
Wallonia,2046,1
Brussels,674,0
Flanders,1837,2
Wallonia,1577,1
Brussels,423,0
Flanders,1316,2
Wallonia,795,1
Brussels,1101,0
Flanders,4171,2
Wallonia,2828,1
Brussels,946,0
Flanders,4284,2
Wallonia,3086,1
Brussels,1259,0
Flanders,4804,2
Wallonia,2961,1
Brussels,1242,0
Flanders,4665,2
Wallonia,3259,1
Brussels,1142,0
Flanders,4968,2
Wallonia,3442,1
Brussels,973,0
Flanders,3110,2
Wallonia,2131,1
Brussels,751,0
Flanders,2362,2
Wallonia,1029,1
Brussels,1265,0
Flanders,6591,2
Wallonia,4166,1
Brussels,1337,0
Flanders,6684,2
Wallonia,4345,1
Brussels,1357,0
Flanders,6710,2
Wallonia,4175,1
Brussels,1097,0
Flanders,6693,2
Wallonia,4279,1
Brussels,1402,0
Flanders,7004,2
Wallonia,4366,1
Brussels,923,0
Flanders,4644,2
Wallonia,2940,1
Brussels,506,0
Flanders,3219,2
Wallonia,1402,1
Brussels,695,0
Flanders,3963,2
Wallonia,1243,1
Brussels,1258,0
Flanders,8550,2
Wallonia,5118,1
Brussels,1314,0
Flanders,9096,2
Wallonia,4822,1
Brussels,1132,0
Flanders,8334,2
Wallonia,4568,1
Brussels,1171,0
Flanders,8986,2
Wallonia,4382,1
Brussels,1202,0
Flanders,5629,2
Wallonia,2913,1
Brussels,796,0
Flanders,4724,2
Wallonia,1345,1
Brussels,1471,0
Flanders,11667,2
Wallonia,5407,1
Brussels,1483,0
Flanders,11051,2
Wallonia,5406,1
Brussels,1560,0
Flanders,11280,2
Wallonia,5481,1
Brussels,905,0
Flanders,5939,2
Wallonia,2453,1
Brussels,1171,0
Flanders,10698,2
Wallonia,5231,1
Brussels,1056,0
Flanders,8510,2
Wallonia,4136,1
Brussels,854,0
Flanders,6486,2
Wallonia,2042,1
Brussels,1755,0
Flanders,16328,2
Wallonia,6647,1
Brussels,1820,0
Flanders,15206,2
Wallonia,6861,1
Brussels,1606,0
Flanders,15762,2
Wallonia,6917,1
Brussels,1690,0
Flanders,16199,2
Wallonia,6295,1
Brussels,1771,0
Flanders,16928,2
Wallonia,6375,1
Brussels,1361,0
Flanders,11201,2
Wallonia,4159,1
Brussels,1120,0
Flanders,8379,2
Wallonia,2050,1
Brussels,1994,0
Flanders,20931,2
Wallonia,7243,1
Brussels,2226,0
Flanders,18586,2
Wallonia,7328,1
Brussels,1848,0
Flanders,17974,2
Wallonia,6891,1
Brussels,1797,0
Flanders,18076,2
Wallonia,7057,1
Brussels,1898,0
Flanders,17683,2
Wallonia,6671,1
Brussels,1684,0
Flanders,11216,2
Wallonia,4804,1
Brussels,1179,0
Flanders,8270,2
Wallonia,2139,1
Brussels,2179,0
Flanders,20420,2
Wallonia,7793,1
Brussels,2139,0
Flanders,17812,2
Wallonia,8241,1
Brussels,2357,0
Flanders,16603,2
Wallonia,7389,1
Brussels,2063,0
Flanders,15480,2
Wallonia,6909,1
Brussels,1988,0
Flanders,14266,2
Wallonia,7159,1
Brussels,1679,0
Flanders,9837,2
Wallonia,4018,1
Brussels,1217,0
Flanders,6746,2
Wallonia,2101,1
Brussels,2071,0
Flanders,15545,2
Wallonia,6942,1
Brussels,2133,0
Flanders,12859,2
Wallonia,7090,1
Brussels,1908,0
Flanders,12212,2
Wallonia,6626,1
Brussels,1929,0
Flanders,11062,2
Wallonia,6285,1
Brussels,1878,0
Flanders,10438,2
Wallonia,6358,1
Brussels,1465,0
Flanders,6485,2
Wallonia,4115,1
Brussels,894,0
Flanders,4683,2
Wallonia,1954,1
Brussels,1766,0
Flanders,9830,2
Wallonia,5801,1
Brussels,2105,0
Flanders,8345,2
Wallonia,5598,1
Brussels,1685,0
Flanders,7508,2
Wallonia,4421,1
Brussels,1395,0
Flanders,6242,2
Wallonia,3849,1
Brussels,1466,0
Flanders,6175,2
Wallonia,3394,1
Brussels,1349,0
Flanders,4111,2
Wallonia,2455,1
Brussels,909,0
Flanders,2856,2
Wallonia,1348,1
Brussels,1592,0
Flanders,5970,2
Wallonia,4058,1
Brussels,1585,0
Flanders,5463,2
Wallonia,3398,1
Brussels,1759,0
Flanders,5316,2
Wallonia,3397,1
Brussels,1706,0
Flanders,4932,2
Wallonia,3481,1
Brussels,1403,0
Flanders,4430,2
Wallonia,2833,1
Brussels,1146,0
Flanders,2687,2
Wallonia,1239,1
Brussels,1259,0
Flanders,3436,2
Wallonia,1635,1
Brussels,2377,0
Flanders,7610,2
Wallonia,4694,1
Brussels,2652,0
Flanders,7809,2
Wallonia,5326,1
Brussels,3070,0
Flanders,8680,2
Wallonia,5788,1
Brussels,3319,0
Flanders,9242,2
Wallonia,6261,1
Brussels,2708,0
Flanders,7103,2
Wallonia,5337,1
Brussels,1396,0
Flanders,3886,2
Wallonia,1523,1
Brussels,2781,1
Flanders,6284,2
Wallonia,2517,0
Brussels,4612,0
Flanders,16217,2
Wallonia,9034,1
Brussels,5601,0
Flanders,16228,2
Wallonia,10011,1
Brussels,5176,0
Flanders,14831,2
Wallonia,9299,1
Brussels,4827,0
Flanders,13504,2
Wallonia,8275,1
Brussels,4620,0
Flanders,14011,2
Wallonia,8301,1
Brussels,3789,0
Flanders,9350,2
Wallonia,5624,1
Brussels,3106,1
Flanders,8079,2
Wallonia,2828,0
Brussels,5698,0
Flanders,22461,2
Wallonia,11649,1
Brussels,5725,0
Flanders,18948,2
Wallonia,10416,1
Brussels,5528,0
Flanders,19571,2
Wallonia,9721,1
Brussels,5200,0
Flanders,18607,2
Wallonia,9563,1
Brussels,5360,0
Flanders,20367,2
Wallonia,10190,1
Brussels,4052,0
Flanders,14865,2
Wallonia,7068,1
Brussels,2816,0
Flanders,11682,2
Wallonia,3373,1
Brussels,6734,0
Flanders,40794,2
Wallonia,17940,1
Brussels,7886,0
Flanders,38146,2
Wallonia,19801,1
Brussels,7797,0
Flanders,38245,2
Wallonia,20301,1
Brussels,7285,0
Flanders,37095,2
Wallonia,19081,1
Brussels,6871,0
Flanders,35444,2
Wallonia,20266,1
Brussels,4875,0
Flanders,22074,2
Wallonia,11699,1
Brussels,3481,0
Flanders,17048,2
Wallonia,5505,1
Brussels,7651,0
Flanders,47905,2
Wallonia,25637,1
Brussels,6878,0
Flanders,38779,2
Wallonia,24313,1
Brussels,6113,0
Flanders,34115,2
Wallonia,20798,1
Brussels,5387,0
Flanders,31091,2
Wallonia,18673,1
Brussels,4786,0
Flanders,27600,2
Wallonia,16807,1
Brussels,3190,0
Flanders,16366,2
Wallonia,10521,1
Brussels,2235,0
Flanders,11580,2
Wallonia,4484,1
Brussels,4682,0
Flanders,32343,2
Wallonia,19080,1
Brussels,4088,0
Flanders,24323,2
Wallonia,16327,1
Brussels,3544,0
Flanders,20685,2
Wallonia,13468,1
Brussels,3114,0
Flanders,18682,2
Wallonia,11520,1
Brussels,2766,0
Flanders,15922,2
Wallonia,10096,1
Brussels,1912,0
Flanders,10022,2
Wallonia,6415,1
Brussels,1418,0
Flanders,8250,2
Wallonia,3159,1
Brussels,2813,0
Flanders,19257,2
Wallonia,10783,1
Brussels,2092,0
Flanders,14103,2
Wallonia,8948,1
Brussels,1987,0
Flanders,12952,2
Wallonia,7478,1
Brussels,1635,0
Flanders,11359,2
Wallonia,6221,1
Brussels,1891,0
Flanders,10478,2
Wallonia,6064,1
Brussels,1269,0
Flanders,7164,2
Wallonia,3815,1
Brussels,708,0
Flanders,5888,2
Wallonia,2118,1
Brussels,1306,0
Flanders,12698,2
Wallonia,5404,1
Brussels,1346,0
Flanders,10793,2
Wallonia,5248,1
Brussels,1373,0
Flanders,9205,2
Wallonia,4671,1
Brussels,1080,0
Flanders,8361,2
Wallonia,3936,1
Brussels,1006,0
Flanders,7018,2
Wallonia,3523,1
Brussels,660,0
Flanders,5268,2
Wallonia,2481,1
Brussels,392,0
Flanders,4058,2
Wallonia,1286,1
Brussels,891,0
Flanders,9489,2
Wallonia,3612,1
Brussels,825,0
Flanders,8154,2
Wallonia,2742,1
Brussels,882,0
Flanders,7517,2
Wallonia,2791,1
Brussels,720,0
Flanders,6660,2
Wallonia,2476,1
Brussels,529,0
Flanders,5949,2
Wallonia,2194,1
Brussels,398,0
Flanders,3763,2
Wallonia,1390,1
Brussels,404,0
Flanders,2718,2
Wallonia,816,1
Brussels,705,0
Flanders,7679,2
Wallonia,2039,1
Brussels,778,0
Flanders,6883,2
Wallonia,2251,1
Brussels,900,0
Flanders,7725,2
Wallonia,2183,1
Brussels,587,0
Flanders,7315,2
Wallonia,2006,1
Brussels,850,0
Flanders,7086,2
Wallonia,1877,1
Brussels,512,0
Flanders,4885,2
Wallonia,1180,1
Brussels,358,0
Flanders,4652,2
Wallonia,815,1
Brussels,791,0
Flanders,11491,2
Wallonia,2206,1
Brussels,836,0
Flanders,9666,2
Wallonia,1974,1
Brussels,720,0
Flanders,9789,2
Wallonia,1909,1
Brussels,730,0
Flanders,9112,2
Wallonia,1683,1
Brussels,606,0
Flanders,9360,2
Wallonia,1662,1
Brussels,618,0
Flanders,6245,2
Wallonia,1327,1
Brussels,291,0
Flanders,5024,2
Wallonia,611,1
Brussels,1098,0
Flanders,15102,2
Wallonia,2504,1
Brussels,934,0
Flanders,12795,2
Wallonia,2283,1
Brussels,1116,0
Flanders,12324,2
Wallonia,2328,1
Brussels,902,0
Flanders,11171,2
Wallonia,2228,1
Brussels,830,0
Flanders,10655,2
Wallonia,2313,1
Brussels,613,0
Flanders,6877,2
Wallonia,1222,1
Brussels,321,0
Flanders,5807,2
Wallonia,727,1
Brussels,1098,0
Flanders,16505,2
Wallonia,2948,1
Brussels,1039,0
Flanders,13865,2
Wallonia,2782,1
Brussels,949,0
Flanders,14023,2
Wallonia,2750,1
Brussels,677,0
Flanders,7909,2
Wallonia,1371,1
Flanders,295,2
Wallonia,33,0
