REGION,Total_cases,Risk_Index
1,6660,2
2,2476,1
0,529,0
1,5949,2
2,2194,1
0,398,0
1,3763,2
2,1390,1
0,404,0
1,2718,2
2,816,1
0,705,0
1,7679,2
2,2039,1
0,778,0
1,6883,2
2,2251,1
0,900,0
1,7725,2
2,2183,1
0,587,0
1,7315,2
2,2006,1
0,850,0
1,7086,2
2,1877,1
0,512,0
1,4885,2
2,1180,1
0,358,0
1,4652,2
2,815,1
0,791,0
1,11491,2
2,2206,1
0,836,0
1,9666,2
2,1974,1
0,720,0
1,9789,2
2,1909,1
0,730,0
1,9112,2
2,1683,1
0,606,0
1,9360,2
2,1662,1
0,618,0
1,6245,2
2,1327,1
0,291,0
1,5024,2
2,611,1
0,1098,0
1,15102,2
2,2504,1
0,934,0
1,12795,2
2,2283,1
0,1116,0
1,12324,2
2,2328,1
0,902,0
1,11171,2
2,2228,1
0,830,0
1,10655,2
2,2313,1
0,613,0
1,6877,2
2,1222,1
0,321,0
1,5807,2
2,727,1
0,1098,0
1,16505,2
2,2948,1
0,1039,0
1,13865,2
2,2782,1
0,949,0
1,14023,2
2,2750,1
0,677,0
1,7909,2
2,1371,1
1,295,2
2,33,0
